Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Product Bought Together (product.metafields.bls.bought_together),Countdown Timer (product.metafields.bls.countdown_timer),Custom product badge (product.metafields.bls.custom_product_badge),Information product tab (product.metafields.bls.information_product_tab),Short Description (product.metafields.bls.short_description),Add your name here (product.metafields.custom.add_your_name_here),Product grouped (product.metafields.custom.product_grouped),EComposer product countdown end at (product.metafields.ecomposer.countdown),EComposer product countdown start at (product.metafields.ecomposer.countdown_from),Custom id identifier for product (product.metafields.kwik-cart.custom-id),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Low stock threshold (product.metafields.sam.lowstockthreshold),Hide product from search (product.metafields.seo.hidden),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Included / International,Price / International,Compare At Price / International,Included / Intl Market,Price / Intl Market,Compare At Price / Intl Market,Status
smoke-gray-multi-leheriya-handcrafted-chiffon-sari-cl-204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/92D535DA-59A1-4264-B19A-3C7EB7664882.jpg?v=1768813855,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoke-gray-multi-leheriya-handcrafted-chiffon-sari-cl-204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/6A691F98-53F9-4ACB-A205-486204862942.jpg?v=1768813855,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iron-gray-multi-leheriya-handcrafted-chiffon-sari-cl-203,IRON GRAY MULTI LEHERIYA HANDCRAFTED  CHIFFON SARI CL -204,"<p>IRON GRAY MULTI LEHERIYA HANDCRAFTED CHIFFON SAREE WITH HAVE ITS OWN CONTRAST BLOUSE PIECE (80 CMS)<br> SIZE : 5.5 MTRS</p>
<p>SINCE ITS HANDCRAFTED YOU MAY SEE CRUSHED ONE,ROLL PRESS CAN BE MADE ON SPECIAL REQUEST<br> SLIGHT DIFFERENCE IN SHADE COULD BE DUE TO CAMERA &amp; LIGHTS. EMBRACE THE IMPERFECTION !! HAPPY HANDLOOM<br> DRY CLEAN ONLY</p>",Weavekala,,"","Chiffon, LEHERIYA, saree",true,Title,Default Title,,,,,,,,saree 61,450.0,shopify,1,deny,manual,1899.00,,true,true,,,,,03618074,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/9ED2E276-7D33-49C5-85EF-A2957044D441.jpg?v=1768813567,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
iron-gray-multi-leheriya-handcrafted-chiffon-sari-cl-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/2E6EE980-D2F6-4A50-A90B-D2F441B367EC.jpg?v=1768813568,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iron-gray-multi-leheriya-handcrafted-chiffon-sari-cl-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/A9001D3A-EA0C-46CE-9ED9-43845F6B46DA.jpg?v=1768813570,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iron-gray-multi-leheriya-handcrafted-chiffon-sari-cl-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/2F57DA6A-919C-48BF-9DF8-0AEF957013D1.jpg?v=1768813567,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forest-green-multi-leheriya-handcrafted-chiffon-sari-cl-202,FOREST GREEN MULTI LEHERIYA HANDCRAFTED  CHIFFON SARI CL -203,"<p>FOREST GREEN MULTI LEHERIYA HANDCRAFTED CHIFFON SAREE WITH HAVE ITS OWN CONTRAST BLOUSE PIECE (80 CMS)<br> SIZE : 5.5 MTRS</p>
<p>SINCE ITS HANDCRAFTED YOU MAY SEE CRUSHED ONE,ROLL PRESS CAN BE MADE ON SPECIAL REQUEST<br> SLIGHT DIFFERENCE IN SHADE COULD BE DUE TO CAMERA &amp; LIGHTS. EMBRACE THE IMPERFECTION !! HAPPY HANDLOOM<br> DRY CLEAN ONLY</p>",Weavekala,,"","Chiffon, LEHERIYA, saree",false,Title,Default Title,,,,,,,,saree 61,450.0,shopify,0,deny,manual,1899.00,,true,true,,,,,02220058,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/ED208B76-3906-46AC-8801-F3F793089A59.jpg?v=1768808349,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
forest-green-multi-leheriya-handcrafted-chiffon-sari-cl-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/4C194A8C-0C91-4872-89C0-28B1D243FF5B.jpg?v=1768808349,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forest-green-multi-leheriya-handcrafted-chiffon-sari-cl-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/D356BBDB-A875-4D9C-8E78-7920B35FBE32.jpg?v=1768808349,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forest-green-multi-leheriya-handcrafted-chiffon-sari-cl-202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/F548DC24-5990-44CB-AE67-45FF2D61F253.jpg?v=1768808350,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-green-multi-leheriya-handcrafted-chiffon-sari-cl-1050,TURQUOISE GREEN MULTI LEHERIYA HANDCRAFTED  CHIFFON SARI CL -202,"<p>TURQUOISE GREEN MULTI LEHERIYA HANDCRAFTED CHIFFON SAREE WITH HAVE ITS OWN CONTRAST BLOUSE PIECE (80 CMS)<br> SIZE : 5.5 MTRS</p>
<p>SINCE ITS HANDCRAFTED YOU MAY SEE CRUSHED ONE,ROLL PRESS CAN BE MADE ON SPECIAL REQUEST<br> SLIGHT DIFFERENCE IN SHADE COULD BE DUE TO CAMERA &amp; LIGHTS. EMBRACE THE IMPERFECTION !! HAPPY HANDLOOM<br> DRY CLEAN ONLY</p>",Weavekala,,"","Chiffon, LEHERIYA, saree",true,Title,Default Title,,,,,,,,saree 61,450.0,shopify,1,deny,manual,1899.00,,true,true,,,,,42508826,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/F689F166-6070-4A23-BDEE-7EB292074114.jpg?v=1768807815,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
turquoise-green-multi-leheriya-handcrafted-chiffon-sari-cl-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/29701AC9-A7EA-45B9-99CE-3AF219BBF606.jpg?v=1768807814,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-green-multi-leheriya-handcrafted-chiffon-sari-cl-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/97144C2A-74B8-40B0-AE1A-CC9CA14C15FC.jpg?v=1768807815,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turquoise-green-multi-leheriya-handcrafted-chiffon-sari-cl-1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/00D33B51-73A4-44C3-A1F0-9FB9D9CF36B2.jpg?v=1768807814,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dull-yellow-ajrakh-tussar-silk-handblock-suit-set-tss-2,DULL YELLOW AJRAKH TUSSAR SILK HANDBLOCK SUIT SET TSS- 3,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">DULL YELLOW Ajrakh Tussar Silk hand block kurta with TUSSAR silk ajrakh hand crafted dupatta 
<p>fabric: 2.5 mtrs meter</p>
<p>dupatta : 2.5 mtrs * 35''</p>
<p>a slight difference in shade could be due to the camera &amp; lights. embrace the imperfection !! happy handloom</p>
<p>dry clean only</p>
</td>
</tr>
</tbody>
</table>",Weavekala,,"","Handblock, LINEN, Silk",false,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,7999.00,,true,true,,,,,19377690,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/0AD42F05-B859-4496-AE63-CEB055A5AE91.jpg?v=1768805181,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
dull-yellow-ajrakh-tussar-silk-handblock-suit-set-tss-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/D1C49051-8BD2-4413-A2B8-83B4D2014BE6.jpg?v=1768805180,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dull-yellow-ajrakh-tussar-silk-handblock-suit-set-tss-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/3B2B00F2-407A-4DF3-8CBB-E1A3DF53940C.jpg?v=1768805181,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-ajrakh-linen-silk-handblock-suit-set-al-10301,BLACK AJRAKH LINEN SILK HANDBLOCK SUIT SET,"<table width=""355"">
<tbody>
<tr>
<td width=""355"">Black Ajrakh Linen hand block kurta with linen silk ajrakh hand crafted dupatta with zari border
<p>fabric: 2.5 mtrs meter</p>
<p><strong>Shipping time 10 days</strong></p>
<p>dupatta : 2.5 mtrs * 35''</p>
<p>a slight difference in shade could be due to the camera &amp; lights. embrace the imperfection !! happy handloom</p>
<p>dry clean only</p>
</td>
</tr>
</tbody>
</table>",Weavekala,Uncategorized,"","Handblock, LINEN, Silk",false,Title,Default Title,,,,,,,,,490.0,shopify,0,deny,manual,3999.00,,true,true,,,,,68915994,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/D8FA0BA2-399A-488F-BE70-4FDF7BB9AF8F.jpg?v=1768797277,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
black-ajrakh-linen-silk-handblock-suit-set-al-10301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/E2BA383B-81ED-4936-BBB0-9659EEF50909.jpg?v=1768797277,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-ajrakh-linen-silk-handblock-suit-set-al-10301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/F8894C2B-9E65-4865-8194-F50CE9E877CD.jpg?v=1768797277,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-ajrakh-linen-silk-handblock-suit-set-al-10301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/B95951F8-339B-43B5-BEF5-6B73CFB0C2F5.jpg?v=1768797277,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-yellow-chiffon-leheriya-dupatta,RED YELLOW CHIFFON LEHERIYA DUPATTA,"<p>RED YELLOW leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","Duppatta, LEHERIYA",false,Title,Default Title,,,,,,,,,200.0,shopify,0,deny,manual,799.00,,true,true,,,,,97013786,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/EFCB9D4A-F47D-474F-A902-574D0D63240B.jpg?v=1768639453,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
red-yellow-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/7135005F-8D22-400D-8F60-AA554ECFDCE4.jpg?v=1768639453,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-yellow-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/2203D97D-186E-45FF-8FFF-E0E743B383EB.jpg?v=1768639456,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-white-chiffon-leheriya-dupatta,LIME WHITE CHIFFON LEHERIYA DUPATTA,"<p> LIME WHITE leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","Duppatta, LEHERIYA",true,Title,Default Title,,,,,,,,,200.0,shopify,1,deny,manual,799.00,,true,true,,,,,89010458,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/8C4C6BA3-8ADC-4299-BD8D-C3C788BE9886.jpg?v=1768639285,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
green-white-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/0FE06B22-E83C-42E1-BA83-D887B976303D.jpg?v=1768639285,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green-white-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/D1BEF813-73C8-4DFD-B362-875DAC92F203.jpg?v=1768639285,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-grey-chiffon-leheriya-dupatta,WHITE GREY CHIFFON LEHERIYA DUPATTA,"<p>WHITE GREY leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","Duppatta, LEHERIYA",false,Title,Default Title,,,,,,,,,200.0,shopify,0,deny,manual,799.00,,true,true,,,,,05452058,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/4678AAF6-ECC3-4F45-B16B-1BD162D0F00F.jpg?v=1768639069,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
white-grey-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/923E4002-D28E-418B-8C28-52D978BB821D.jpg?v=1768639069,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-grey-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/C8ECC426-0B18-4688-82BB-DDF8C0E66909.jpg?v=1768639069,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-white-chiffon-leheriya-dupatta-1,RED WHITE CHIFFON LEHERIYA DUPATTA,"<p>RED WHITE leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","BANDHANI, Duppatta",false,Title,Default Title,,,,,,,,,200.0,shopify,0,deny,manual,799.00,,true,true,,,,,03510810,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/058FDFA8-6CED-45E0-930D-F2C1C8B3B339.jpg?v=1768638864,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
red-white-chiffon-leheriya-dupatta-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/FB82205A-5B70-4B88-9C8F-B0F0815D0DA7.jpg?v=1768638864,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-white-chiffon-leheriya-dupatta-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/0206A6FB-1730-4FE0-A7C4-15179FE014B0.jpg?v=1768638864,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navy-biue-chiffon-leheriya-dupatta,NAVY BLUE CHIFFON LEHERIYA DUPATTA,"<p>NEVY BLUE leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","BANDHANI, Duppatta",false,Title,Default Title,,,,,,,,,200.0,shopify,0,deny,manual,799.00,,true,true,,,,,46617626,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/3F8AA1EF-8BD5-4736-BA7B-931C77EAA094.jpg?v=1768638632,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
navy-biue-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/4323F936-32CB-4CFA-8460-D74C2ACA1F96.jpg?v=1768638632,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navy-biue-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/A5434273-2869-447C-A705-7F7B9BDDC1B9.jpg?v=1768638632,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-ruby-chiffon-leheriya-dupatta,ANTIQUE RUBY CHIFFON LEHERIYA DUPATTA,"<p>ANTIQUE RUBY leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","Duppatta, LEHERIYA",true,Title,Default Title,,,,,,,,,200.0,shopify,1,deny,manual,799.00,,true,true,,,,,52901146,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/E7B51111-0EC3-4391-B68C-ED3D81D47434.jpg?v=1768638391,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
antique-ruby-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/15985771-213A-478E-8567-85C724560F01.jpg?v=1768638391,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antique-ruby-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/5EF6FDF6-456D-494F-9F71-F4FA62047DF2.jpg?v=1768638391,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neon-green-chiffon-leheriya-dupatta,NEON GREEN CHIFFON LEHERIYA DUPATTA,"<p>NEON  GREEN leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","Duppatta, LEHERIYA",true,Title,Default Title,,,,,,,,,200.0,shopify,1,deny,manual,799.00,,true,true,,,,,74389018,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/50316AC9-3DE7-4F87-89DD-F04FC21687E4.jpg?v=1768637869,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
neon-green-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/7B70ACA0-FE74-4634-BD0F-C31F32E73860.jpg?v=1768637869,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neon-green-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/D64C8A55-E987-4E37-B644-DA0456E684D4.jpg?v=1768637869,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-white-chiffon-leheriya-dupatta,RED WHITE CHIFFON LEHERIYA DUPATTA,"<p>RED  WHITE leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","Duppatta, LEHERIYA",true,Title,Default Title,,,,,,,,,200.0,shopify,1,deny,manual,799.00,,true,true,,,,,13899290,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/A5DBDAFC-C9D3-4753-8C1F-94BE27DC60A3.jpg?v=1768637688,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
red-white-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/CE5383E3-B91A-43A3-A3B5-6D51A3483E83.jpg?v=1768637688,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-white-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/A6418FDA-5CE8-4E09-9779-8770949E53D1.jpg?v=1768637688,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-pink-chiffon-leheriya-dupatta,HOT PINK CHIFFON LEHERIYA DUPATTA,"<p>HOT PINK leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","BANDHANI, Duppatta",false,Title,Default Title,,,,,,,,,200.0,shopify,0,deny,manual,799.00,,true,true,,,,,36683290,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/5250BBFB-FA8A-45D0-AC9A-2B16C6EA750D.jpg?v=1768559177,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
hot-pink-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/94C51B38-774B-43D6-B08D-516874C999A4.jpg?v=1768559177,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hot-pink-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/5E2A8218-DFA5-40C0-9F09-3DBE0FB1AAF8.jpg?v=1768559177,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-green-chiffon-leheriya-dupatta,WHITE GREEN CHIFFON LEHERIYA DUPATTA,"<p>WHITE GREEN leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","Duppatta, LEHERIYA",true,Title,Default Title,,,,,,,,,200.0,shopify,2,deny,manual,799.00,,true,true,,,,,18202138,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/9193F258-1880-4E44-BCC7-1589EAB2B2C7.jpg?v=1768558504,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
white-green-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/7433EAA1-7BC9-4C03-AF06-A71B9CB95835.jpg?v=1768558506,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white-green-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/148B835E-82A4-4D8A-B67B-DD80AAB14BFE.jpg?v=1768558504,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-chiffon-leheriya-dupatta,ROSE PINK CHIFFON LEHERIYA DUPATTA,"<p>ROSE PINK leheriya dupatta with gotta lining</p>
<p>handcrafted leheriya : 2.30mt x 44""<br> a slight difference in shade could be possible due to light and camera</p>
<p>happy handloom</p>
<p>dry clean only</p>",Weavekala,,"","BANDHANI, Duppatta",true,Title,Default Title,,,,,,,,,200.0,shopify,2,deny,manual,799.00,,true,true,,,,,98869018,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/BFAC6C4C-6957-458A-BBC1-0C47AADC0C1C.jpg?v=1768557760,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,true,,,active
rose-pink-chiffon-leheriya-dupatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0831/0312/1690/files/9631CE9F-269D-4D11-BD7F-387565D14504.jpg?v=1768557760,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
